fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.5,0.32,0.55,1.8,0.353,5.0,18.0,0.9962,3.05,1.1,9.2,5
9.5,0.56,0.3,2.0,0.078,12.0,29.0,0.9981,3.37,0.84,9.6,6
6.2,0.38,0.23,2.5,0.071,13.0,95.0,0.9958600000000001,3.43,0.59,9.4,5
7.2,0.3,0.38,1.8,0.076,9.0,28.0,0.99625,3.34,0.48,10.3,6
8.9,0.32,0.54,2.2,0.331,17.0,88.0,0.9964,3.01,1.36,9.5,7
8.6,0.65,0.14,2.2,0.083,6.0,16.0,0.9981,3.22,0.64,9.2,6
9.1,0.4,0.38,1.9,0.059000000000000004,6.0,26.0,0.9967299999999999,3.24,0.6,9.5,5
6.6,0.48,0.49,2.1,0.06,18.0,101.0,0.9964,3.43,0.77,11.1,5
9.6,0.38,0.34,2.4,0.076,26.0,79.0,0.9957,3.25,0.52,10.4,6
8.9,0.62,0.15,1.8,0.075,26.0,43.0,0.9962,3.31,0.8,10,6
11.6,0.3,0.43,2.2,0.061,21.0,60.0,0.9982,3.0,0.83,10.9,6
10.2,0.28,0.49,3.9,0.069,14.0,64.0,0.9976,3.14,0.67,12,6
6.7,0.43,0.22,1.8,0.077,29.0,44.0,0.9943200000000001,3.39,0.5,10.6,6
7.2,0.53,0.11,2.2,0.111,52.0,139.0,0.99613,3.27,0.51,9.5,5
10.3,0.54,0.66,2.5,0.12,6.0,26.0,0.9976,3.2,0.64,12,7
7.6,0.45,0.24,2.1,0.061,24.0,44.0,0.9958,3.31,0.94,13.6,7
8.8,0.54,0.39,2.3,0.075,17.0,135.0,0.9982,3.26,0.59,9.5,5
7.6,0.59,0.18,1.7,0.079,10.0,20.0,0.99616,3.26,0.61,9.9,5
7.1,0.55,0.03,1.8,0.069,24.0,66.0,0.9978,3.4,0.75,9.8,5
13.0,0.26,0.55,1.2,0.071,10.0,46.0,10.006,3.16,0.69,9,6
8.4,0.535,0.08,1.8,0.08199999999999999,31.0,68.0,0.9965,3.38,0.66,9.8,6
8.9,0.25,0.48,2.1,0.08,35.0,51.0,0.9959,3.3,0.7,12.5,7
9.3,0.745,0.22,2.3,0.079,30.0,101.0,0.99635,3.23,0.57,9.9,5
9.3,0.36,0.44,1.5,0.079,41.0,75.0,0.9966,3.38,0.87,9.5,6
12.6,0.28,0.47,1.8,0.071,6.0,21.0,0.997,3.25,1.06,9.9,7
10.1,0.21,0.48,2.1,0.062,3.0,8.0,0.9971,3.3,0.59,12.3,7
12.0,0.39,0.43,2.3,0.08,6.0,23.0,0.9996,3.08,0.87,10.9,7
6.9,0.54,0.06,2.0,0.057,10.0,39.0,0.99584,3.34,0.47,10.4,6
6.4,0.39,0.24,2.0,0.091,33.0,66.0,0.9959899999999999,3.48,0.66,11.4,5
5.1,0.6,0.0,1.9,0.042,16.0,86.0,0.99254,3.56,0.62,12.3,6
7.1,0.4,0.1,1.8,0.092,28.0,65.0,0.9961399999999999,3.39,0.5,10.5,5
6.4,0.46,0.19,1.4,0.073,6.0,20.0,0.9965200000000001,3.32,0.64,9.2,6
6.6,0.69,0.31,3.9,0.079,22.0,49.0,0.9981,3.52,0.55,9.2,5
6.7,0.54,0.09,2.0,0.05,30.0,67.0,0.99584,3.55,0.68,10.9,6
7.7,0.31,0.48,2.6,0.062,19.0,32.0,0.9958600000000001,3.35,0.77,12.6,7
8.0,1.32,0.24,1.9,0.083,17.0,88.0,0.99644,3.32,0.45,9,6
8.7,0.37,0.48,3.6,0.09699999999999999,13.0,83.0,0.9976,3.39,0.51,10.5,6
10.9,0.38,0.58,2.9,0.102,5.0,22.0,0.9998,3.24,0.75,10.6,5
9.1,0.55,0.25,2.0,0.11,20.0,66.0,0.99659,3.25,0.58,10.2,5
8.2,0.67,0.22,2.0,0.084,29.0,143.0,0.9964299999999999,3.31,0.6,9.5,5
10.2,0.48,0.28,2.7,0.105,10.0,46.0,1.0,3.13,0.75,11.3,7
8.9,0.59,0.06,2.8,0.094,14.0,41.0,0.9974,3.35,0.83,9.7,6
5.0,0.71,0.0,1.2,0.040999999999999995,12.0,15.0,0.99224,3.56,0.86,12.9,8
11.5,0.37,0.54,2.2,0.08800000000000001,13.0,29.0,0.9986,3.18,0.63,11.4,6
7.8,0.55,0.09,3.9,0.06,15.0,47.0,0.9985,3.31,0.54,9.6,4
6.7,0.58,0.0,1.9,0.09699999999999999,22.0,36.0,0.9963,3.32,0.58,10.3,5
7.0,0.65,0.02,1.9,0.092,9.0,27.0,0.9959,3.37,0.44,9.7,5
5.3,0.35,0.0,1.4,0.054000000000000006,23.0,48.0,0.99141,3.45,0.53,10.3,6
8.8,0.35,0.35,2.0,0.115,5.0,28.0,0.9942,3.26,0.52,12.7,7
9.3,0.64,0.0,1.4,0.075,6.0,13.0,0.99326,3.26,0.48,11.4,4
7.4,0.7,0.0,7.3,0.086,22.0,70.0,0.9993,3.44,0.53,9.4,5
7.1,0.62,0.0,1.9,0.07,36.0,62.0,0.9973,3.64,0.84,9.6,5
8.2,0.46,0.35,2.5,0.08,12.0,72.0,0.99723,3.35,0.44,9.4,5
9.1,0.69,0.21,1.9,0.085,16.0,61.0,0.9981200000000001,3.17,0.7,9.9,6
6.7,0.795,0.03,2.3,0.071,13.0,36.0,0.9967799999999999,3.46,0.55,9.8,5
9.4,0.3,0.44,2.5,0.065,9.0,20.0,0.9969,3.27,0.87,11.1,6
9.2,0.915,0.25,2.2,0.314,13.0,53.0,0.9969,3.14,0.69,9.7,5
8.0,0.72,0.25,2.0,0.083,19.0,72.0,0.9971200000000001,3.36,0.62,9.4,5
7.2,0.35,0.36,2.2,0.078,34.0,78.0,0.9969,3.27,0.75,9.3,6
9.8,0.61,0.23,3.2,0.096,23.0,89.0,0.9984,3.12,0.57,9.1,5
5.0,0.84,0.03,1.7,0.044000000000000004,15.0,80.0,0.9925200000000001,3.56,0.8,12.9,5
9.4,0.765,0.0,2.2,0.09300000000000001,11.0,18.0,0.9976,3.5,0.6,9.3,4
8.8,0.53,0.34,1.7,0.07200000000000001,26.0,55.0,0.99885,3.31,0.55,9.4,6
7.6,0.46,0.31,2.9,0.085,26.0,67.0,0.99723,3.32,0.51,9.5,5
11.4,0.36,0.47,3.0,0.071,6.0,21.0,0.99872,3.17,0.73,10.5,6
8.3,0.38,0.52,2.1,0.10400000000000001,10.0,20.0,0.9945200000000001,3.2,0.86,12.5,7
10.2,0.31,0.54,2.8,0.07,21.0,74.0,0.9994,3.15,0.76,10.1,6
5.4,0.57,0.2,1.2,0.062,12.0,94.0,0.9958299999999999,3.59,0.87,*,8
7.3,0.655,0.03,2.2,0.085,16.0,82.0,0.9954,3.33,0.57,11.2,5
7.9,0.32,0.58,1.8,0.11800000000000001,6.0,16.0,0.9972,3.28,0.63,9.2,5
6.8,0.695,0.0,1.8,0.105,37.0,115.0,0.9956,3.46,0.55,9.3,5
8.0,0.71,0.11,2.5,0.084,15.0,31.0,0.99539,3.33,0.8,10.5,6
8.8,0.5,0.24,2.2,0.10300000000000001,5.0,14.0,0.9949,3.2,0.54,11.9,6
7.1,0.63,0.0,2.0,0.086,18.0,62.0,0.998,3.42,0.53,9.3,5
9.2,0.685,0.13,1.8,0.098,13.0,23.0,0.9977,3.15,0.6,9.3,6
10.3,0.29,0.41,2.0,0.07,6.0,14.0,0.9956,3.22,0.64,12,6
7.8,0.6,0.3,2.7,0.07400000000000001,17.0,28.0,0.99729,3.41,0.64,10.2,6
4.9,0.29,0.1,1.7,0.08199999999999999,28.0,44.0,0.9916,3.42,0.64,11.4,6
8.8,0.3,0.31,1.3,0.07400000000000001,6.0,16.0,0.9964299999999999,3.23,0.56,10.4,7
10.0,0.49,0.41,2.2,0.071,6.0,15.0,0.9952200000000001,3.23,0.49,10.4,6
8.8,0.49,0.45,1.9,0.08,13.0,146.0,0.9982,3.28,0.6,9.5,5
6.6,0.675,0.06,1.4,0.083,9.0,24.0,0.99636,3.58,0.55,9.7,5
7.9,0.32,0.21,1.8,0.086,48.0,141.0,0.9968,3.43,0.54,9.5,5
8.2,0.63,0.22,2.1,0.07400000000000001,18.0,74.0,0.9964299999999999,3.29,0.57,9.7,6
10.8,0.34,0.49,2.1,0.08900000000000001,41.0,58.0,0.9985,3.24,0.6,9.5,6
8.2,0.37,0.4,2.2,0.054000000000000006,11.0,20.0,0.99456,3.38,0.7,11.8,7
10.2,0.67,0.33,2.5,0.084,19.0,76.0,0.9994,3.14,0.7,10.2,6
7.5,0.5,0.36,2.0,0.065,31.0,79.0,0.99577,3.45,0.68,11,6
6.0,0.58,0.0,2.2,0.078,10.0,23.0,0.9963200000000001,3.38,0.47,10.2,5
10.4,0.16,0.45,1.9,0.075,6.0,11.0,0.997,3.33,0.72,10.4,6
9.5,0.43,0.44,3.6,0.094,25.0,59.0,0.9988,3.38,0.53,10,6
7.5,0.58,0.0,2.0,0.077,22.0,64.0,0.9958799999999999,3.3,0.52,9.6,4
7.7,0.54,0.0,2.5,0.084,7.0,32.0,0.9953,3.35,0.78,11.1,6
10.5,0.21,0.52,1.8,0.084,6.0,22.0,0.9974,3.22,1.07,10,7
10.0,0.34,0.47,1.5,0.063,6.0,18.0,0.9976,3.12,0.73,11.5,6
8.4,0.685,0.6,3.0,0.05,8.0,23.0,0.99745,3.27,0.94,9.9,6
6.8,0.64,0.05,3.0,0.068,38.0,59.0,0.9952700000000001,3.35,0.7,10.8,6
10.5,0.49,0.63,3.3,0.084,6.0,25.0,0.9988,3.09,0.99,12.5,7
10.0,0.33,0.25,2.1,0.109,15.0,70.0,1.001,3.23,0.74,11.9,6
8.9,0.35,0.48,1.6,0.10800000000000001,10.0,46.0,0.9946799999999999,3.13,0.75,11.8,7
10.2,0.57,0.23,2.7,0.059000000000000004,10.0,38.0,0.9966,3.23,0.68,11.3,6
8.6,0.31,0.32,1.8,0.054000000000000006,4.0,11.0,0.99626,3.31,0.59,10.5,5
8.0,0.82,0.01,2.3,0.07,21.0,35.0,0.9952,3.31,0.76,10.7,6
7.4,0.61,0.03,1.9,0.076,12.0,33.0,0.9976,3.57,0.71,9.7,5
10.7,0.42,0.38,2.4,0.065,7.0,66.0,0.99675,3.15,0.65,11.4,6
12.4,0.26,0.49,1.4,0.073,10.0,24.0,0.9973,2.98,0.6,9.9,7
7.0,0.4,0.39,2.1,0.066,20.0,52.0,0.99574,3.32,0.63,10.3,6
9.0,0.39,0.4,1.9,0.069,24.0,60.0,0.9965,3.39,0.83,10.9,6
8.3,0.67,0.1,1.8,0.095,19.0,29.0,0.99708,3.36,0.6,10.5,5
10.8,0.53,0.69,2.8,0.08,13.0,37.0,0.9991,3.12,0.4,10,5
10.7,0.39,0.39,3.2,0.092,21.0,73.0,0.9984,3.14,0.6,10.2,6
10.4,0.24,0.47,1.9,0.08199999999999999,34.0,60.0,0.9981,3.15,0.87,9.6,6
7.2,0.6,0.0,1.9,0.078,16.0,86.0,0.9961,3.31,0.58,9.5,6
6.4,0.745,0.09,5.7,0.12,15.0,70.0,0.9997,3.63,0.61,9.7,5
7.0,0.6,0.04,2.2,0.078,3.0,24.0,0.9962,3.42,0.59,9.9,6
6.9,0.64,0.23,2.8,0.073,11.0,102.0,0.9966200000000001,3.29,0.68,9.3,5
7.4,0.43,0.27,2.1,0.08,13.0,43.0,0.99702,3.51,0.77,9.4,6
10.5,0.37,0.48,3.6,0.08,6.0,9.0,0.9974,3.1,0.61,11,7
6.8,0.87,0.0,4.6,0.086,6.0,23.0,0.9956,3.53,0.53,11.1,5
9.0,0.785,0.24,2.8,0.099,20.0,69.0,0.9967299999999999,3.29,0.55,9.8,5
9.8,0.66,0.31,2.3,0.10099999999999999,13.0,68.0,0.99749,3.28,0.66,11.3,7
6.9,0.4,0.01,5.5,0.08,10.0,38.0,0.9957,3.4,0.7,11.2,7
13.2,0.48,0.5,4.2,0.073,10.0,14.0,0.99965,3.0,0.86,11.2,7
9.9,0.39,0.49,2.3,0.084,21.0,49.0,0.9981,3.41,0.67,10.3,6
11.2,0.38,0.49,3.6,0.075,10.0,87.0,10.002,3.36,0.66,9.5,7
12.5,0.4,0.69,2.2,0.069,5.0,19.0,10.006,3.19,0.59,9.5,5
8.3,0.22,0.38,2.5,0.063,2.0,10.0,0.9951,3.42,0.57,12.1,7
10.3,0.66,0.24,3.2,0.106,22.0,57.0,0.9996,3.26,0.66,10.1,5
7.5,0.68,0.21,1.9,0.063,17.0,45.0,0.99618,3.26,0.54,9.8,6
9.9,0.705,0.17,2.5,0.086,10.0,43.0,0.9976,3.19,0.49,9.5,5
8.9,0.59,0.48,1.9,0.078,6.0,13.0,0.99629,3.42,0.68,9.4,5
10.5,0.5,0.49,4.4,0.127,24.0,53.0,10.014,3.05,0.71,9.5,5
11.5,0.45,0.5,3.4,0.092,7.0,12.0,0.9986,3.07,0.93,*,6
11.4,0.62,0.69,5.2,0.076,6.0,19.0,0.9984,3.22,0.67,11.8,6
8.1,0.6,0.0,2.8,0.085,12.0,28.0,0.9974,3.34,0.71,9.9,6
8.9,0.885,0.03,2.2,0.094,11.0,38.0,0.9994,3.36,0.6,9.4,5
6.8,0.62,0.04,1.6,0.075,9.0,21.0,0.9968,3.38,0.63,9.5,6
7.8,0.835,0.01,1.6,0.08800000000000001,10.0,38.0,0.99698,3.3,0.46,9.6,5
7.2,0.79,0.4,2.0,0.092,35.0,77.0,0.9972,3.3,0.64,9.2,5
7.4,0.54,0.01,1.8,0.084,33.0,41.0,0.99521,3.45,0.56,9.7,5
6.8,0.59,0.0,2.7,0.122,14.0,26.0,0.9957,3.49,0.6,10.2,6
8.8,0.73,0.19,1.9,0.079,6.0,10.0,0.9962,3.32,0.5,10.9,4
8.7,0.88,0.21,2.6,0.069,35.0,151.0,1.001,3.27,0.55,10.5,5
5.9,0.49,0.23,1.7,0.07200000000000001,23.0,54.0,0.9938,3.71,0.94,11.3,6
9.0,0.6,0.24,2.3,0.086,35.0,73.0,0.9990000000000001,3.44,0.57,9.4,5
7.3,0.6,0.16,1.4,0.073,16.0,33.0,0.99636,3.52,0.61,9.9,6
7.9,0.565,0.13,2.2,0.078,19.0,78.0,0.9961,3.26,0.48,9.2,5
9.3,0.69,0.18,2.7,0.08800000000000001,10.0,22.0,0.9990000000000001,3.16,0.59,9.2,5
8.6,0.69,0.76,2.0,0.42,32.0,63.0,0.997,3.1,1.54,9.4,5
10.3,0.52,0.68,3.0,0.07400000000000001,13.0,45.0,10.014,3.09,0.8,10,6
10.5,0.27,0.58,3.0,0.07400000000000001,6.0,15.0,0.9978,3.26,0.81,11.6,7
10.9,0.58,0.69,2.6,0.083,12.0,47.0,0.9991,3.16,0.75,*,6
9.6,0.57,0.38,2.3,0.071,12.0,76.0,0.9978,3.21,0.52,9.3,5
12.4,0.36,0.43,2.6,0.07200000000000001,13.0,46.0,0.9994,3.0,0.64,10.1,6
7.9,0.645,0.48,4.5,0.11599999999999999,5.0,24.0,0.9971,3.27,0.56,9.3,5
7.5,0.59,0.02,2.3,0.084,23.0,34.0,0.9955,3.4,0.75,11.1,6
8.3,0.29,0.34,2.7,0.092,18.0,32.0,0.9990000000000001,3.52,0.6,9.7,6
8.2,0.75,0.0,2.0,0.06,25.0,63.0,0.9951399999999999,3.3,0.57,10.9,5
7.9,0.34,0.34,2.5,0.063,15.0,47.0,0.9957,3.22,0.78,12.8,7
8.1,0.31,0.24,3.1,0.09699999999999999,24.0,55.0,0.9971399999999999,3.3,0.68,11,5
10.0,0.32,0.58,2.6,0.05,5.0,10.0,0.99572,3.22,0.65,12,6
9.9,0.5,0.54,2.6,0.08199999999999999,23.0,66.0,0.9993,3.36,0.72,10,7
6.9,0.845,0.0,2.6,0.054000000000000006,27.0,66.0,0.9963799999999999,3.68,0.69,11.5,6
7.4,0.37,0.37,2.4,0.061,14.0,26.0,0.9958600000000001,3.43,0.56,12.7,6
10.4,0.645,0.47,2.6,0.092,11.0,13.0,0.9993,3.26,0.86,11.4,6
7.2,0.63,0.01,2.2,0.087,27.0,54.0,0.9964,3.31,0.47,10.7,6
7.6,0.83,0.25,2.1,0.081,15.0,68.0,0.9954799999999999,3.22,0.54,10.4,6
10.3,0.49,0.71,2.2,0.09,6.0,37.0,0.9982,3.07,0.65,10.8,7
8.8,0.78,0.16,2.9,0.069,41.0,123.0,0.9965,3.14,0.52,9.4,5
8.6,0.605,0.12,2.1,0.069,9.0,41.0,0.99534,3.34,0.8,11,6
10.2,0.21,0.44,2.1,0.063,5.0,21.0,0.9978,3.25,0.56,11.9,7
9.0,0.46,0.09,2.5,0.084,11.0,45.0,0.9982,3.38,0.65,10.5,6
6.9,0.52,0.03,1.9,0.07,12.0,38.0,0.99598,3.36,0.88,9.8,6
9.4,0.38,0.27,2.1,0.07400000000000001,3.0,9.0,0.99882,3.1,0.62,10.1,5
9.0,0.6,0.33,1.7,0.06,35.0,45.0,0.99524,3.2,0.47,9.3,5
8.2,0.54,0.24,2.0,0.081,16.0,37.0,0.9972799999999999,3.44,0.57,9.5,6
7.4,0.47,0.39,2.2,0.094,9.0,35.0,0.99646,3.35,0.59,11,6
8.1,0.33,0.4,2.1,0.091,6.0,16.0,0.9959399999999999,3.47,0.66,12,6
7.5,0.65,0.18,2.7,0.083,13.0,44.0,0.9983,3.31,0.6,9.4,6
11.4,0.35,0.49,2.6,0.085,10.0,41.0,0.9998,3.14,0.76,10.6,7
8.1,0.78,0.12,3.9,0.09300000000000001,16.0,74.0,0.9986799999999999,3.17,0.49,9.4,5
11.1,0.49,0.5,1.4,0.09,7.0,12.0,0.9976,3.07,0.93,10.9,6
8.0,0.33,0.44,5.5,0.079,7.0,27.0,0.9944299999999999,3.29,0.62,11.2,7
6.4,0.66,0.0,1.6,0.067,6.0,14.0,0.99775,3.67,0.88,9.9,5
11.4,0.44,0.61,3.8,0.079,30.0,51.0,0.9988,3.18,0.91,9.9,6
9.6,0.38,0.55,2.4,0.081,26.0,70.0,0.9991200000000001,3.16,0.62,9.4,5
9.2,0.3,0.33,1.8,0.057999999999999996,19.0,32.0,0.9959600000000001,3.14,0.55,10.5,5
6.4,0.5,0.06,1.6,0.062,11.0,23.0,0.9959,3.42,0.48,9.9,6
6.7,0.36,0.25,1.7,0.077,15.0,44.0,0.99534,3.39,0.64,10.5,5
8.7,0.55,0.2,1.8,0.332,15.0,54.0,0.99684,3.31,0.9,10.5,6
10.5,0.51,0.63,2.8,0.08900000000000001,8.0,29.0,0.9983,3.09,0.73,9.3,6
11.9,0.38,0.49,2.2,0.078,6.0,29.0,0.9988,3.17,0.62,12.2,6
9.0,0.56,0.21,3.4,0.10099999999999999,18.0,96.0,0.9948,3.28,0.53,9.5,5
9.1,0.4,0.31,2.2,0.09300000000000001,13.0,72.0,0.9987,3.11,0.63,10,6
7.0,0.935,0.0,2.1,0.075,5.0,13.0,0.9955799999999999,3.31,0.46,11.3,5
8.0,0.43,0.32,2.5,0.081,16.0,40.0,0.9965,3.38,0.62,11.2,6
5.0,0.52,0.25,2.1,0.047,16.0,49.0,0.99144,3.71,0.77,14,6
7.5,0.54,0.47,2.3,0.073,15.0,20.0,0.9963,3.33,0.77,12,6
7.6,0.655,0.18,1.8,0.08800000000000001,12.0,20.0,0.99945,3.33,0.55,9.7,5
8.5,0.63,0.17,2.9,0.073,15.0,44.0,0.99723,3.34,0.54,10.3,4
7.4,0.67,0.19,1.8,0.08800000000000001,12.0,31.0,0.9968799999999999,3.49,0.56,10.4,5
7.1,0.43,0.18,2.7,0.07400000000000001,38.0,68.0,0.99656,3.2,0.58,9.8,6
9.1,0.29,0.48,1.65,0.068,10.0,27.0,0.9957600000000001,3.18,0.81,11.7,7
7.1,0.38,0.41,1.8,0.084,3.0,12.0,0.99392,3.34,0.48,12.3,6
8.1,0.505,0.12,2.0,0.09300000000000001,18.0,88.0,0.9973,3.51,0.54,10,5
9.7,0.22,0.54,2.1,0.076,23.0,51.0,0.998,3.41,0.69,9.7,5
7.0,0.6,0.13,1.9,0.076,7.0,20.0,0.99666,3.32,0.6,10,5
10.3,0.54,0.35,15.1,0.214,55.0,95.0,100.369,3.18,0.77,9,6
6.8,0.67,0.02,2.1,0.078,12.0,31.0,0.99665,3.59,0.69,11.1,6
13.0,0.21,0.48,3.3,0.073,26.0,70.0,10.004,3.0,0.71,9.7,6
6.2,0.32,0.04,1.8,0.079,7.0,19.0,0.9956,3.47,0.48,9.8,6
6.3,1.07,0.04,2.3,0.067,43.0,84.0,0.9934700000000001,3.53,0.53,11.5,4
8.2,1.33,0.0,1.7,0.08199999999999999,3.0,11.0,0.9955,3.54,0.48,10.9,5
11.8,0.3,0.79,1.8,0.085,7.0,25.0,0.9984,3.21,0.63,9.5,6
7.2,1.0,0.0,3.0,0.102,7.0,32.0,0.9980399999999999,3.49,0.45,10,5
8.6,0.75,0.24,2.3,0.094,15.0,72.0,0.9994,3.2,0.6,10.2,5
7.6,0.69,0.02,1.9,0.07200000000000001,28.0,92.0,0.997,3.47,0.5,9.5,6
7.9,0.62,0.11,3.8,0.11,3.0,18.0,0.9984,3.19,0.66,9.1,5
6.9,0.54,0.2,2.1,0.076,7.0,32.0,0.99449,3.35,0.61,11.4,6
7.0,0.64,0.02,2.3,0.07400000000000001,3.0,15.0,0.9997,3.39,0.68,9.2,6
8.4,0.61,0.24,3.2,0.092,21.0,55.0,0.9977,3.19,0.54,9.1,4
5.2,0.76,0.02,2.2,0.091,10.0,24.0,0.9935200000000001,3.52,0.76,10.6,6
8.6,0.5,0.19,2.2,0.091,15.0,111.0,0.997,3.15,0.46,9.1,5
6.8,0.54,0.19,2.3,0.09699999999999999,29.0,63.0,0.9963,3.28,0.69,10,5
7.5,0.63,0.02,5.5,0.08900000000000001,11.0,17.0,0.99655,3.38,0.49,10.5,4
6.9,0.69,0.0,2.3,0.085,12.0,38.0,0.9968299999999999,3.39,0.55,9.7,5
8.3,0.39,0.31,2.4,0.084,5.0,17.0,0.9955,3.27,0.61,10.2,6
6.7,0.54,0.05,2.0,0.08900000000000001,21.0,53.0,0.9965,3.38,0.82,11.4,6
13.8,0.4,0.79,6.2,0.08199999999999999,7.0,99.0,10.017999999999999,3.08,0.46,13,5
6.1,0.57,0.08,2.3,0.08,16.0,26.0,0.9955799999999999,3.48,0.52,12.5,6
7.1,0.66,0.0,1.3,0.076,15.0,22.0,0.9979,3.54,0.54,9.4,5
7.5,0.59,0.38,1.7,0.055,6.0,24.0,0.9978,3.43,0.54,10,6
7.0,0.5,0.0,1.5,0.077,6.0,17.0,0.99592,3.33,0.48,9.3,5
10.2,0.46,0.53,2.7,0.121,13.0,31.0,10.004,3.13,0.54,9.5,5
12.7,0.53,0.49,2.6,0.086,21.0,47.0,0.9986,3.09,0.63,10.5,5
7.5,0.51,0.3,2.1,0.081,34.0,58.0,0.9979,3.48,0.64,9.2,6
5.6,0.67,0.01,2.3,0.08,16.0,38.0,0.9934200000000001,3.51,0.56,12.5,7
9.1,0.67,0.17,1.8,0.08199999999999999,6.0,19.0,0.99725,3.17,0.52,10.8,5
9.7,0.56,0.34,3.5,0.122,7.0,19.0,0.9961,3.22,0.58,11.5,6
7.2,0.45,0.32,2.0,0.08,8.0,27.0,0.9946,3.28,0.46,10,5
10.9,0.42,0.49,1.2,0.11,12.0,39.0,0.99644,3.21,0.77,11.8,5
10.2,0.36,0.64,2.4,0.114,7.0,18.0,0.9964200000000001,3.22,0.63,11.8,6
10.6,0.46,0.23,2.6,0.071,17.0,46.0,0.99734,3.21,0.54,10.4,6
8.5,0.48,0.22,1.8,0.077,32.0,44.0,0.99518,3.38,0.62,11.7,7
8.9,0.32,0.44,2.1,0.078,35.0,42.0,0.9965,3.32,0.88,12.6,7
8.0,0.32,0.3,4.5,0.08900000000000001,27.0,42.0,0.9962,3.33,0.79,10.7,7
10.0,0.35,0.53,1.9,0.07200000000000001,15.0,23.0,0.9968,3.05,0.72,12.5,8
10.3,0.34,0.5,2.4,0.107,6.0,15.0,0.9972,3.26,0.59,11.8,5
8.8,0.48,0.31,2.0,0.114,20.0,89.0,0.99626,3.2,0.69,9.8,5
9.1,0.76,0.24,2.6,0.087,10.0,38.0,0.9972200000000001,3.14,0.58,9.9,5
8.8,0.33,0.48,2.3,0.069,3.0,6.0,0.99774,3.2,0.55,10.5,6
8.1,0.585,0.14,1.8,0.062,4.0,15.0,0.9939,3.28,0.83,11,5
8.6,0.36,0.38,3.1,0.083,27.0,102.0,0.9984,3.2,0.78,9.3,5
10.3,0.43,0.44,2.5,0.08,6.0,22.0,0.99708,3.28,0.72,10.8,6
8.2,0.28,0.46,2.0,0.10400000000000001,4.0,7.0,0.99446,3.13,0.57,11.2,4
10.4,0.37,0.54,2.1,0.114,6.0,10.0,0.9976,3.37,0.62,12,6
6.6,0.715,0.08,4.3,0.092,20.0,89.0,0.99592,3.54,0.57,12.3,6
7.8,0.4,0.18,2.1,0.078,18.0,35.0,0.9972799999999999,3.39,0.71,10.5,6
7.8,0.37,0.39,2.7,0.068,17.0,35.0,0.99436,3.26,0.7,11.3,7
7.6,0.4,0.26,1.9,0.081,17.0,43.0,0.9961200000000001,3.07,0.68,10,6
9.5,0.58,0.25,2.0,0.086,23.0,144.0,0.9988,3.12,0.62,9.4,5
10.7,0.35,0.48,2.1,0.066,5.0,9.0,0.9978,3.2,0.76,11.4,7
10.3,0.39,0.48,4.0,0.095,14.0,27.0,10.003,3.14,0.91,11.6,6
7.9,0.36,0.46,1.7,0.069,8.0,12.0,0.99364,3.3,0.56,11.4,6
7.5,0.58,0.42,2.6,0.077,6.0,24.0,0.9956,3.38,1.02,9.6,4
9.1,0.79,0.0,2.6,0.091,10.0,28.0,0.9983200000000001,3.28,0.5,10.2,5
8.6,0.32,0.59,2.4,0.096,34.0,43.0,0.9975,3.12,0.71,11,5
8.4,0.715,0.29,1.8,0.075,10.0,42.0,0.99685,3.24,0.53,9.3,5
8.9,0.24,0.39,1.7,0.073,13.0,27.0,0.9966,3.1,0.63,10.2,6
7.4,0.865,0.17,2.0,0.102,30.0,119.0,0.99685,3.27,0.55,9.4,5
8.9,0.5,0.21,2.3,0.076,25.0,69.0,0.9969399999999999,3.47,0.88,10.9,6
8.8,0.53,0.22,1.8,0.087,5.0,15.0,0.9968,3.24,0.54,9.4,5
6.7,0.82,0.0,2.9,0.096,35.0,69.0,0.99579,3.6,0.7,11.4,5
7.1,0.56,0.06,2.1,0.077,22.0,44.0,0.99708,3.53,0.73,10,5
11.7,0.32,0.58,2.2,0.067,13.0,28.0,0.998,3.14,0.85,11,7
7.2,0.43,0.17,2.0,0.083,18.0,36.0,0.9974,3.33,0.59,9.5,6
11.9,0.35,0.66,2.7,0.084,10.0,25.0,10.005,3.26,0.88,9.5,5
9.0,0.56,0.04,1.9,0.085,6.0,12.0,0.9988,3.28,0.52,9.5,5
8.1,0.52,0.34,2.6,0.09699999999999999,12.0,48.0,0.99756,3.27,0.56,9.8,5
8.8,0.87,0.0,2.4,0.057,4.0,15.0,0.99536,3.28,0.49,9.8,4
10.4,0.39,0.44,4.4,0.11800000000000001,6.0,14.0,0.9974,3.22,0.73,11.5,6
7.1,0.735,0.0,2.3,0.07200000000000001,10.0,46.0,0.9978,3.33,0.47,10,5
11.5,0.31,0.44,2.1,0.096,20.0,64.0,10.003,3.16,0.71,11,5
9.2,0.31,0.3,2.6,0.069,10.0,25.0,0.9958600000000001,3.23,0.74,11.1,7
6.6,0.715,0.09,5.2,0.114,19.0,36.0,0.99654,3.45,0.42,9.6,4
13.2,0.46,0.65,3.0,0.061,17.0,46.0,10.014,3.16,0.61,9.7,6
8.0,0.45,0.43,1.6,0.075,9.0,28.0,0.9966,3.28,1.06,12,7
